,지역,상호,주소,상표
1077,전북,전주평화LPG충전소,전북 전주시 완산구 모악로 4601 (평화동3가)  ,GS칼텍스
1078,전북,구이LPG충전소,전북 완주군 구이면 모악로 3850  ,GS칼텍스
1079,전북,한일엘피지충전소,전북 완주군 소양면 전진로 656  ,SK가스
1080,전북,연안충전소,전북 군산시 강변로 246 (내흥동)  ,E1
1081,전북,만남의충전소,전북 전주시 덕진구 초포다리로 194 (호성동1가)  ,GS칼텍스
1082,전북,순동연합엘피지충전소,전북 김제시 순백2길 186 (순동)  ,E1
1083,전북,넝쿨가스충전소,전라북도 익산시 석암로 171 승리가스충전소,현대오일뱅크
1084,전북,한신가스,전북 군산시 조촌로 167 (조촌동)  ,E1
1085,전북,지리산(옥포)충전소,전북 남원시 아영면 88올림픽고속도로76-1  ,GS칼텍스
1086,전북,태경산업(주)군산(서울)충전소,전북 군산시 나포면 서해안고속도로 148  ,현대오일뱅크
1087,전북,태경산업(주)군산(무안)충전소,전북 군산시 성산면 서해안고속도로 141  ,현대오일뱅크
1088,전북,(주)피더스,전북 익산시 무왕로 1658 (덕기동)  ,GS칼텍스
1089,전북,김제DL충전소,전북 김제시 공덕면 하공로 776  ,E1
1090,전북,새군산충전소,전북 군산시 공단대로 101 (미장동)  ,SK가스
1091,전북,(유)호경산업,전북 전주시 덕진구 동부대로 1399 (고랑동)  ,"기타(무폴,복수폴)"
1092,전북,모현충전소,전북 익산시 모현동 2가 22-6 347,GS칼텍스
1093,전북,덕진LPG충전소,전북 전주시 덕진구 동부대로 1230 (송천동2가)  ,E1
1094,전북,길상LPG충전소,전북 전주시 덕진구 삼례로 115 (반월동)  ,SK가스
1095,전북,현대LPG충전소,전북 익산시 하나로 51 (금강동)  ,현대오일뱅크
1096,전북,소망LPG충전소,전북 전주시 완산구 춘향로 5271 (대성동)  ,SK가스
1097,전북,한국에너지플랫폼,전북 남원시 문오로 545 한국에너지플랫폼,GS칼텍스
1098,전북,공단LPG충전소,전북 정읍시 북면 서부산업도로 695  ,GS칼텍스
1099,전북,(유)전주에너지충전소,전북 전주시 덕진구 신복로 96 (팔복동 1가)  ,GS칼텍스
1100,전북,정읍(하)고속도로충전소,전북 정읍시 북면 정신로 135-69  ,E1
1101,전북,서해고속LPG충전소,전북 익산시 무왕로 801 (신용동)  ,E1
1102,전북,눌제충전소,전북 정읍시 고부면 관청길 95  ,GS칼텍스
1103,전북,익산하나로엘피지충전소,전북 익산시 하나로 61 (금강동)  ,E1
1104,전북,은혜충전소,전북 전주시 덕진구 신복로 2 (팔복동1가)  ,SK
1105,전북,전주개인택시신용협동조합LPG충전소,전북 전주시 완산구 온고을로 180 (효자동 3가)  ,GS칼텍스
1106,전북,(주)알파에너지현대충전소,전북 완주군 용진면 구억명덕로 130  ,현대오일뱅크
1107,전북,고인돌(하)고속도로충전소,전북 고창군 신림면 서해안고속도로 81-1  ,SK
1108,전북,서림LPG충전소,전북 부안군 부안읍 오리정로 42  ,E1
1109,전북,대광LPG충전소,전북 전주시 완산구 춘향로 4881  ,SK
1110,전북,삼봉에너지,전북 완주군 과학로 509 (삼례읍)  ,S-OiL
1111,전북,신용충전소,전북 익산시 익산대로 610 (신용동)  ,E1
1112,전북,마이산LPG충전소,전북 진안군 진안읍 전진로 3067  ,S-OiL
1113,전북,한양에너지엘피지충전소,전북 군산시 공항로 141 (산북동)  ,E1
1114,전북,고랑충전소,전북 전주시 덕진구 삼례로 164 (고랑동)  ,SK가스
1115,전북,신흥충전소,전북 익산시 서동로 436 (신흥동)  ,SK가스
1116,전북,익산금호가스충전소,전북 익산시 무왕로 1512 (석왕동)  ,E1
1117,전북,줄포가스충전소,전북 부안군 줄포면 부안로 985  ,SK
1118,전북,임실충전소,전북 임실군 임실읍 춘향로 3007  ,S-OiL
1119,전북,남새만금충전소,전북 부안군 변산바다로 207 (동진면)  null,현대오일뱅크
1120,전북,㈜풀무원푸드앤컬처 이서(하)충전소,전북 완주군 이서면 호남고속도로 161  ,SK
1121,전북,㈜풀무원푸드앤컬처 이서(상) 충전소,전북 완주군 이서면 호남고속도로 162  ,SK
1122,전북,반석충전소,전북 진안군 부귀면 전진로 2721  ,현대오일뱅크
1123,전북,(유)우주에너지,전북 김제시 금구면 선비로 905  ,GS칼텍스
1124,전북,김제오렌지충전소,전북 김제시 벽성로 361 (서암동)  ,E1
1125,전북,대일LPG충전소,전북 전주시 덕진구 사거리길 8 (호성동2가)  ,현대오일뱅크
1126,전북,남장수충전소,전북 장수군 번암면 장수로 105  ,GS칼텍스
1127,전북,(주)우진엘피지산업,전북 전주시 완산구 춘향로 5072 (색장동)  ,GS칼텍스
1128,전북,오토가스 남원충전소,전북 남원시 춘향로 156 (용정동)  ,현대오일뱅크
1129,전북,정원LPG충전소,전북 완주군 봉동읍 봉동로 824  ,S-OiL
1130,전북,주식회사 피더스이엔에스,전북 전주시 완산구 거마평로 223 (효자동1가)  ,현대오일뱅크
1131,전북,동일충전소,전북 군산시 외항1길 32-1 (소룡동)  ,SK가스
1132,전북,익산LPG충전소,전북 익산시 하나로 16 (금강동)  ,E1
1133,전북,전주산정충전소,전북 전주시 덕진구 산정로 산34-1  ,SK가스
1134,전북,무주LPG충전소,전북 무주군 무주읍 무학로 26  ,GS칼텍스
1135,전북,정주가스충전소,전북 정읍시 벚꽃로 167 (연지동)  ,SK가스
1136,전북,SK군산충전소,전북 군산시 구암3.1로 198 (구암동)  ,SK가스
1137,전북,우리LPG충전소,전북 김제시 금구면 선비로 986  ,SK
1138,전북,(주)명신 군산공장,전북 군산시 자유로 34(소룡동 1589번지)  ,S-OiL
1139,전북,진안가스충전소,전북 진안군 진안읍 구룡리 704-11  ,SK가스
1140,전북,(주)동신산업 동신LPG충전소 김제지점,전북 김제시 하공로 62 (하동)  ,GS칼텍스
1141,전북,(주)동신산업 동신LPG충전소 완주지점,전북 완주군 봉동읍 완주로 539  ,GS칼텍스
1142,전북,(유)광진가스충전소,전북 고창군 고창읍 중앙로 152  ,SK가스
1143,전북,(유)신흥가스,전북 김제시 벽지산로 232  ,SK가스
1144,전북,(유)고창가스충전소,전북 고창군 고창읍 고인돌대로 1940  ,SK
1145,전북,현대가스충전소,전북 부안군 행안면 변산로 47  ,"기타(무폴,복수폴)"
1146,전북,전주오렌지충전소,전북 전주시 덕진구 온고을로 523 (여의동)  ,E1
1147,전북,서곡프로판충전소,전북 전주시 완산구 온고을로 192 (효자동)  ,SK가스
1148,전북,계룡산업㈜덕유산(하)LPG충전소,전북 장수군 계북면 통영대전고속도로 147  ,SK
1149,전북,계룡산업㈜덕유산(상)LPG충전소,전북 무주군 안성면 통영대전고속도로 148  ,현대오일뱅크
1150,전북,새만금충전소,전북 군산시 월명로 112 (지곡동)  ,E1
1151,전북,서곡가스충전소,전북 전주시 완산구 온고을로 192 (효자동)  ,SK
1152,전북,새만금군산충전소,전북 군산시 새만금북로 519 (내초동)  ,SK가스
1153,전북,호남가스충전소,전북 정읍시 정읍남로 1309 (시기3동)  ,E1
1154,전북,호남가스충전소,전북 전주시 덕진구 기린대로 424  ,SK가스
1155,전북,순창LPG충전소,전북 순창군 순창읍 장류로 234-7  ,현대오일뱅크
1156,전북,파워LPG충전소,전북 전주시 덕진구 동부대로 1004 (송천동2가)  ,GS칼텍스
1157,전북,동일유업㈜ 팔봉충전소,전북 익산시 무왕로 1491 (팔봉동)  ,GS칼텍스
1158,전북,내장가스충전소,전북 정읍시 내장산로 21 (금붕동)  ,GS칼텍스
1159,전북,(유)삼영에너지,전북 전주시 완산구 쑥고개로 11 (용복동)  ,S-OiL
1160,전북,정읍(상)고속도로충전소,전북 정읍시 북면 하북1길 227-23  ,E1
1161,전북,월드컵LPG충전소,전북 익산시 익산대로 621 (신용동)  ,현대오일뱅크
1162,전북,고인돌(상)고속도로충전소,전북 고창군 고창읍 서해안고속도로 80  ,SK
1163,전북,(유)대성충전소,전북 전주시 덕진구 기린대로 930 (동산동)  ,SK가스
1164,전북,용진에너지,전북 완주군 용진면 초포다리로 259  ,S-OiL
1165,전북,(유)유성에너지 삼일남원충전소,전북 남원시 춘향로 212 (용정동)  ,SK가스
1166,전북,유한회사 가스온,전북 군산시 번영로 392 (개정동)  ,"기타(무폴,복수폴)"
1167,전북,유한회사 동유산업 상림충전소,전북 전주시 완산구 콩쥐팥쥐로 1586 (상림동)  ,GS칼텍스
1168,전북,유한회사 에버그린에너지,전북 정읍시 신태인읍 석지로 345  ,GS칼텍스
1169,전북,하은충전소,"전라북도 전주시 완산구 쑥고개로 181, 하은충전소 (삼천동3가) 하은충전소",SK
1170,전북,전주유성LPG충전소,전북 전주시 완산구 춘향로 4981  ,E1
1171,전북,한일충전소,전북 전주시 완산구 콩쥐팥쥐로 1697 (효자동3가)  ,현대오일뱅크
1172,전북,신동양충전소,전북 익산시 목천로 29 (목천동)  ,SK가스
1173,전북,한성가스㈜,전북 익산시 서동로 210 (금강동)  ,GS칼텍스
1174,전북,금마LPG충전소,전북 익산시 무왕로 1711 (덕기동)  ,SK가스
1175,전북,동신충전소,전북 고창군 신림면 고인돌대로 2100  ,S-OiL
1176,전북,오송LPG충전소,전북 전주시 덕진구 동부대로 1256 (송천동2가)  ,GS칼텍스
1177,전북,장계가스충전소,전북 장수군 계남면 장무로 146  ,SK가스
1178,전북,소양사랑LPG충전소,전북 완주군 소양면 전진로 891 (소양면)  ,현대오일뱅크
1179,전북,고창에너지,전라북도 고창군 동서대로 1882 (고창읍) 708-1  ,SK
1180,전북,신협제2LPG충전소,전북 전주시 덕진구 기린대로 646 (팔복동2가)  ,GS칼텍스
1181,전남,고서LPG충전소,전남 담양군 고서면 창평현로 141(고서면)  ,GS칼텍스
1182,전남,㈜일원 황금LPG충전소,"전라남도 광양시 제철로 661, 황금동 (황금동) 황금동",SK가스
1183,전남,금당LPG충전소,전남 광양시 광양읍 덕례리 1374-12  ,E1
1184,전남,유달충전소,전남 목포시 삼학로 118 (산정동)  ,SK가스
1185,전남,천관산LPG충전소,전남 장흥군 용산면 장흥대로 1948  ,GS칼텍스
1186,전남,남부LPG충전소,전남 영광군 영광읍 영광로 1332  ,SK가스
1187,전남,함평나비(광주방향)가스충전소,"전라남도 함평군 엄다면 무안광주고속도로 12-1, 함평나비주유소(광주방향) 함평나비주유소(광주방향)",E1
1188,전남,함평나비(무안방향)가스충전소,전라남도 함평군 엄다면 무안광주고속도로 11-1  함평나비(무안)충전소,SK가스
1189,전남,(유)대영에너지,전남 구례군 용방면 산업로 1464  ,GS칼텍스
1190,전남,(주)금정 곡성LPG충전소,전남 곡성군 삼기면 곡순로 1234  ,E1
1191,전남,명품LPG충전소,전남 화순군 화순읍 쌍충로 127-4  명품 LPG충전소,SK
1192,전남,(유)청호충전소,전남 목포시 대양로 52 (연산동)  ,E1
1193,전남,시카프관광개발(주)곡성(순천)주유소,전남 곡성군 겸면 호남고속도로 49-1 곡성(순천)충전소,현대오일뱅크
1194,전남,동화가스㈜ 여수영업소,전남 여수시 좌수영로 196 (연등동)  ,GS칼텍스
1195,전남,21세기가스충전소,전남 목포시 삼학로 233 (산정동)  ,GS칼텍스
1196,전남,완도LPG충전소,전남 완도군 군외면 청해진로 168  ,"기타(무폴,복수폴)"
1197,전남,여수오렌지충전소,전남 여수시 한재로 9 (여서동)  ,E1
1198,전남,해남IC충전소,전남 해남군 해남읍 땅끝대로 77  ,SK가스
1199,전남,둔덕LPG충전소,"전라남도 여수시 좌수영로 617, (둔덕동)  (둔덕동)",S-OiL
1200,전남,대륙LPG충전소,전남 광양시 옥곡면 강변로 247  ,SK가스
1201,전남,구봉가스3충전소,전남 여수시 무선로 280 (화장동)  ,E1
1202,전남,구봉가스2충전소,전남 여수시 좌수영로 656 (둔덕동)  ,E1
1203,전남,구봉가스충전소,전남 여수시 국동남9길 14 (국동)  ,E1
1204,전남,동양LPG충전소,전남 순천시 중앙로 371 (가곡동)  ,GS칼텍스
1205,전남,신북LPG충전소,전남 영암군 신북면 예향로 2449  ,E1
1206,전남,남도LPG충전소,전라남도 화순군 서양로 376 (화순읍) 전라남도 화순군 일심리520,S-OiL
1207,전남,금성LPG,전남 고흥군 과역면 우주항공로 3256  ,GS칼텍스
1208,전남,다향LPG충전소,전남 보성군 보성읍 용문길 13  ,GS칼텍스
1209,전남,(유)가야산에너지,전남 광양시 백운로 1275 (마동)  ,SK가스
1210,전남,동림산업가스충전소,전남 무안군 무안읍 무안로 616  ,SK가스
1211,전남,(주)반디가스 광양점,전남 광양시 광양읍 용두길 14  ,E1
1212,전남,성전충전소,전남 강진군 성전면 월남리 565번지외 3필지  ,"기타(무폴,복수폴)"
1213,전남,장흥가스충전소,전남 장흥군 장강로 120 (장흥읍)  ,현대오일뱅크
1214,전남,안국산업(주) 곡성(상)충전소,전남 곡성군 겸면 호남고속도로 50-1  ,현대오일뱅크
1215,전남,함평에너지,전남 함평군 월야면 밀재로 1718  ,SK가스
1216,전남,㈜종합,전남 나주시 왕곡면 나주서부로 5  ,SK가스
1217,전남,구례LPG충전소,전남 구례군 마산면 섬진강대로 5503  ,E1
1218,전남,서창LPG충전소,전남 영암군 삼호읍 녹색로 1537  ,GS칼텍스
1219,전남,㈜대양산업 백양사(하)충전소,전남 장성군 북일면 박산리산68-3외 2필지  ,S-OiL
1220,전남,(주)영우직영동광양충전소,전남 광양시 강변로 98 (광영동)  ,SK가스
1221,전남,옥과LPG충전소,전남 곡성군 옥과면 천변로 71(옥과면)  ,SK
1222,전남,UTOPIA GAS STATION,전남 영암군 삼호읍 녹색로 993  ,S-OiL
1223,전남,화순LPG충전소,전남 화순군 능주면 화보로 3548  ,"기타(무폴,복수폴)"
1224,전남,보광가스충전소,전남 무안군 청계면 청천리 81-1  ,E1
1225,전남,순천가스충전소,전남 순천시 팔마로 223 (덕암동)  ,SK가스
1226,전남,양산LPG충전소,전남 나주시 왕곡면 예향로 3532  ,현대오일뱅크
1227,전남,㈜중앙그린에너지,전남 함평군 해보면 영광로 2542  ,GS칼텍스
1228,전남,(유)노안에너지,전남 나주시 노안면 건재로 507  ,GS칼텍스
1229,전남,㈜백운에너지,전남 광양시 옥곡면 의암공단길 7  ,S-OiL
1230,전남,만재LPG충전소,전남 담양군 담양읍 죽향대로 1110  ,SK
1231,전남,백제가스충전소,전남 장성군 장성읍 방울샘길 29  ,GS칼텍스
1232,전남,㈜대성에너지 황금LPG충전소,"전남 광양시 황금동산 181-8,13  ",SK가스
1233,전남,㈜대성에너지,전남 여수시 좌수영로 632 (둔덕동)  ,SK가스
1234,전남,강진충전소,전남 강진군 강진읍 송계로 35  ,SK가스
1235,전남,강진LPG충전소,전남 강진군 강진읍 송계로 458  ,E1
1236,전남,녹동LPG충전소,전남 고흥군 도양읍 우주항공로 446  ,현대오일뱅크
1237,전남,자동리가스충전소,전남 신안군 해제지도로 779 (지도읍)  ,S-OiL
1238,전남,해남가스충전소,전남 해남군 해남읍 용정리 44-1  ,GS칼텍스
1239,전남,평산LPG충전소,전라남도 나주시 남평읍 영산로 6645 평산충전소,SK
1240,전남,위즈코프(주)주암(천안)충전소,"전남 순천시 주암면 고산리 234-6,7  ",현대오일뱅크
1241,전남,위즈코프㈜주암(순천방향)휴게소,전남 순천시 주암면 고산리  252-2 ,현대오일뱅크
1242,전남,상무대LPG충전소,전남 장성군 삼서면 두월리 873-3  ,SK가스
1243,전남,우주충전소,전남 고흥군 두원면 용반리 산295-6  ,GS칼텍스
1244,전남,오케이고속충전소,전남 나주시 다시면 영산로 4581  ,SK가스
1245,전남,삼호에너지,전남 영암군 삼호읍 대보둑로 214  ,GS칼텍스
1246,전남,대상LPG충전소,전남 여수시 율촌면 여순로 800  ,GS칼텍스
1247,전남,영암가스충전소,전남 영암군 영암읍 영암로 1413  ,SK가스
1248,전남,등암엘피지,전남 고흥군 고흥읍 등암리 1145  ,SK가스
1249,전남,새학교LPG충전소,전남 나주시 남평읍 산남로 576  ,현대오일뱅크
1250,전남,소록충전소,전남 고흥군 도양읍 우주항공로 225  ,S-OiL
1251,전남,한국가스충전소,전남 영광군 영광읍 학정리 740-5  ,SK가스
1252,전남,고속에너지,전남 목포시 영산로 774 (대양동)  ,현대오일뱅크
1253,전남,특별한충전소,전남 화순군 화순읍 화보로 4167  특별한충전소,GS칼텍스
1254,전남,남벌교LPG충전소,전남 보성군 벌교읍 장좌리 222-22  ,E1
1255,전남,신성충전소,전남 나주시 다시면 영산로 4837  ,현대오일뱅크
1256,전남,태광LPG충전소,전남 순천시 우석로 17 (덕월동)  ,SK가스
1257,전남,(유)순천개인택시충전소,전남 순천시 서면 백강로 600  ,GS칼텍스
1258,전남,한국도로공사 백양사(논산)충전소,전남 장성군 북일면 156-4  ,GS칼텍스
1259,전남,태양LPG충전소,전라남도 영광군 영광읍 옥당로 279 태양LPG충전소,E1
1260,전남,담양가스충전소,전남 담양군 담양읍 죽향대로 1042  ,E1
1261,전남,학교가스산업,전남 함평군 학교면 영산로 3519  ,GS칼텍스
1262,전남,앵남lpg충전소,전남 화순군 지강로 780  ,"기타(무폴,복수폴)"
1263,전남,세종LPG충전소,전남 함평군 월야면 영광로 3148  ,S-OiL
1264,전남,(유)남악가스,전남 목포시 임성로 34 (석현동)  ,SK가스
1265,전남,(주)나주가스,전남 나주시 문평면 다시로 86  ,SK가스
1266,전남,왕조LPG충전소,전남 순천시 순광로 95 (조례동)  ,GS칼텍스
1267,전남,MC Energy,전남 목포시 영산로 742 (석현동)  목포도시가스(주),E1
1268,전남,거성LPG충전소,전남 광양시 광양읍 백운로 226  ,GS칼텍스
1269,전남,부광LPG충전소,전남 광양시 백운로 955-4 (성황동)  ,S-OiL
1270,전남,행복한LPG충전소,전남 나주시 나주로 181 (중앙동)  ,"기타(무폴,복수폴)"
1271,전남,옥천LPG충전소(구례),전남 구례군 구례읍 구례로 230  ,GS칼텍스
1272,전남,(유)예향에너지,전남 나주시 예향로 3754 (이창동)  ,GS칼텍스
1273,전남,해월가스충전소,전남 순천시 해룡면 월전길 1  ,SK가스
1274,전남,수달LPG충전소,전남 여수시 좌수영로 1162 (주삼동)  ,S-OiL
1275,전남,북광주LPG충전소,전남 담양군 담양읍 추성로 1155  ,E1
1276,전남,㈜한길에너지,전남 장성군 남면 삼태리 521-26  ,S-OiL
1277,전남,가인에너지,전라남도 진도군 진도읍 왕온로 119 가인 에너지,E1
1278,전남,영광엘피지충전소,전남 영광군 영광읍 영광로 632  ,S-OiL
1279,전남,무지개LPG충전소,전남 나주시 다시면 영산로 4738  ,E1
1280,전남,(주)삼립식품 황전(전주방향)충전소,전남 순천시 황전면 선변리 595-6,GS칼텍스
1281,전남,(주)삼립식품 황전(순천방향)충전소,전남 순천 황전면 선변리 560-8,GS칼텍스
1282,전남,청호이앤에스영암가스지점,전남 영암군 영암읍 예향로 1200  ,SK
1283,전남,(유)제일가스에너지,전남 영암군 영암읍 예향로 1687  ,"기타(무폴,복수폴)"
1284,전남,(유)제일충전소,전남 목포시 대양로 25 (연산동)  ,SK가스
1285,전남,내트럭(주)여수,전라남도 여수시 여수산단로 154-3 (주삼동)  ,SK
1286,전남,장안동부LPG충전소,전남 장흥군 녹색로 1030 (부산면)  ,S-OiL
1287,전남,대보건설(주)보성녹차(목포방향)충전소,전라남도 보성군 남해고속도로 63 (미력면) 보성(목포)충전소,SK가스
1288,전남,대보건설(주)보성녹차(광양)충전소,전라남도 보성군 남해고속도로 70 (겸백면) 보성(광양)충전소,SK가스
1289,전남,주포LPG충전소,전남 함평군 함평읍 함영로 1387  ,GS칼텍스
1290,전남,스마일LPG충전소,전남 담양군 대전면 추성로 571  ,S-OiL
1291,전남,목포가스충전소,전남 목포시 석현로 5 (석현동)  ,E1
1292,전남,내고향LPG충전소,전남 순천시 황전면 순천로 1660 (죽내리)  ,S-OiL
1293,전남,주식회사금선,전남 광양시 광양읍 제철로 237  ,"기타(무폴,복수폴)"
1294,전남,경진LPG충전소,전남 여수시 소라면 덕양리 산102  ,GS칼텍스
1295,전남,진월IC충전소,전남 광양시 진월면 백운1로 464  ,SK가스
1296,전남,고속LPG충전소,전남 보성군 조성면 녹색로 4151  ,E1
1297,전남,㈜금성가스,전남 목포시 삼학로 162 (산정동)  ,GS칼텍스
1298,전남,(유)평화에너지,전남 해남군 계곡면 152-3  ,GS칼텍스
1299,전남,청호LPG삼호,전남 영암군 삼호읍 대불로 192  ,E1
1300,전남,(주)E1 여수기지,전남 여수시 낙포동 159-7  ,E1
1301,전남,반디에너지㈜ 목포반디가스,전남 목포시 영산로 648-5 (석현동)  ,E1
1302,전남,케이엘에너지,전남 함평군 학교면 함영로 730  ,"기타(무폴,복수폴)"
1303,전남,오션LPG충전소,전라남도 여수시 화양로 1818 (소라면) 오션LPG충전소,S-OiL
1304,전남,청호네트웍스,전남 목포시 대양로 149 (용해동)  ,SK
1305,전남,(유)대양에너지,전남 목포시 대양동 511-1  ,SK가스
1306,전남,옥당충전소,전남 영광군 영광읍 영대로 250  ,E1
1307,전남,세량LPG충전소,전남 화순군 화순읍 지강로 825  ,GS칼텍스
1308,전남,대불충전소,전라남도 영암군 삼호읍 대불로 799 대불충전소,E1
1309,전남,(주)동신에너지 서부지점,전남 해남군 북평면 백도로 531  ,S-OiL
1310,전남,신대에너지,전라남도 순천시 상성길 300 (해룡면) 신대에너지,현대오일뱅크
1311,전남,(주)가곡에너지,전남 순천시 중앙로 432 (가곡동)  ,SK가스
1312,전남,남동가스충전소,전남 순천시 별량면 녹색로 988  ,"기타(무폴,복수폴)"
1313,전남,여수공항LPG충전소,전남 여수시 율촌면 여순로 514  ,E1
1314,전남,함평(상)충전소,전남 함평군 손불면 서해안고속도로 38-1  ,SK
1315,전남,파랑새LPG충전소,전남 고흥군 점암면 우주항공로 2878  ,현대오일뱅크
1316,전남,산하LPG충전소,전남 순천시 별량면 녹색로 63  ,SK가스
1317,전남,해동LPG충전소,전남 해남군 관광레저로 1785 (산이면) 664번지,S-OiL
1318,전남,㈜신일에너지,전남 담양군 무정면 무정로 593  ,E1
1319,전남,㈜영진에너지,전남 영광군 영광읍 천년로8길 1  ,GS칼텍스
1320,전남,희망찬충전소,전남 광양시 백운로 978 (성황동)  ,GS칼텍스
1321,전남,아폴론LPG충전소,전남 광양시 광양읍 순광로 591  ,SK가스
1322,전남,여천가스충전소,전남 여수시 쌍봉로 258 (시전동)  ,GS칼텍스
1323,전남,지석강LPG충전소,전남 화순군 화보로 2555 (춘양면)  ,S-OiL
1324,전남,만남가스충전소,전남 해남군 옥천면 공룡대로 3894  ,현대오일뱅크
1325,전남,청해진LPG충전소,전남 완도군 완도읍 장보고대로 77  ,S-OiL
1326,전남,무안IC충전소,전남 무안군 무안읍 영산로 3067  ,S-OiL
1327,전남,녹차골LPG충전소,전남 보성군 보성읍 녹색로 2828  ,SK가스
1328,전남,해룡LPG충전소,전남 순천시 해룡면 대안리 330-1  ,E1
1329,전남,그린LPG충전소,전남 여수시 시청로 175 (여천동)  ,GS칼텍스
1330,전남,유한회사오룡개발충전소,전라남도 무안군 삼향읍 남악5로72번길 81-55 유한회사오룡개발충전소 ,SK가스
1331,전남,유한회사 유정에너지,전남 목포시 백년대로 221 (상동) 유한회사 유정에너지,E1
1332,전남,유한회사 한성가스,전남 해남군 해남읍 중앙1로 410  ,GS칼텍스
1333,전남,학산LPG충전소,전남 나주시 노안면 건재로 494  ,현대오일뱅크
1334,전남,우수영충전소,전남 해남군 문내면 1357-2  ,GS칼텍스
1335,전남,㈜E1 순천LPG충전소,전남 순천시 팔마로 343 (연향동)  ,E1
1336,전남,(주)에너지프라자 고흥충전소,전남 고흥군 동강면 고흥로 4384  ,SK가스
1337,전남,(유)벌교IC충전소,전남 보성군 벌교읍 녹색로 5337  (유)벌교IC충전소,"기타(무폴,복수폴)"
1338,전남,산동LPG충전소,전남 구례군 산동면 산업로 2307  ,SK가스
1339,전남,남평LPG충전소,전남 나주시 남평읍 산남로 179  ,"기타(무폴,복수폴)"
1340,전남,청자LPG충전소,전남 강진군 강진읍 녹색로 3926  ,현대오일뱅크
1341,전남,유)남악아이씨개발청기와에너지,전남 장흥군 안양면 남부관광로 310  ,GS칼텍스
1342,전남,금치LPG충전소,전남 순천시 별량면 녹색로 118  ,현대오일뱅크
1343,전남,진도LPG충전소,전남 진도군 진도읍 공설운동장길 14-2  ,GS칼텍스
1344,전남,기차마을충전소,전남 곡성군 곡성읍 곡성로 355  ,현대오일뱅크
1345,전남,(유)제철엘피지충전소,전남 광양시 백운로 1331 (마동)  ,GS칼텍스
1346,전남,개인가스충전소,전남 여수시 학용동 18-2  ,S-OiL
1347,전남,차사랑LPG충전소,전남 화순군 화순읍 화보로 3901  ,GS칼텍스
1348,경북,대평LPG충전소,경북 경산시 경안로 419 (대평동)  ,E1
1349,경북,부자집LPG충전소,경북 경주시 서면 아화리 718-8  ,"기타(무폴,복수폴)"
1350,경북,케이케이(주) 신도시충전소,경북 김천시 시청로 21 (신음동)  ,SK
1351,경북,케이케이㈜ 영강충전소,경북 문경시 산양면 중앙로 358  ,SK
1352,경북,경원LPG충전소,"경상북도 김천시 영남대로 1630, 경원LPG충전소 (평화동) 경원LPG충전소",S-OiL
1353,경북,(주)대성지엘,경북 영천시 고경면 호국로 1534  ,SK가스
1354,경북,남상주충전소,경북 상주시 경상대로 2683 (가장동)  ,E1
1355,경북,에스케이가스동해충전소,경북 포항시 남구 대송로 282 (동촌동)  ,SK가스
1356,경북,에스케이(SK)경주충전소,경북 경주시 산업로 4385 (용강동)  ,SK가스
1357,경북,대성산업㈜ 안동충전소,경북 안동시 공단로 6 (수상동)  ,GS칼텍스
1358,경북,대성산업㈜ 포항가스충전소,경북 포항시 남구 중앙로 51 (해도동)  ,GS칼텍스
1359,경북,대성산업㈜ 낙동강충전소,경북 안동시 경동로 823  ,GS칼텍스
1360,경북,SK가스영주충전소,경북 영주시 장수면 장수로220번길 32  ,SK가스
1361,경북,안강LPG충전소,경북 경주시 안현로 1597 (안강읍)  ,S-OiL
1362,경북,(주)산호L.P.G,경상북도 구미시 거의동  산84-9,S-OiL
1363,경북,대원LPG충전소,경북 칠곡군 기산면 칠곡대로 1287  ,S-OiL
1364,경북,늘푸른충전소,경북 청도군 청려로 1894 (화양읍)  ,GS칼텍스
1365,경북,늘푸른충전소,경북 경주시 형산로 446 (현곡면)  ,GS칼텍스
1366,경북,씨앤에스에너지(주)영천(포항방향)충전소,경상북도 영천시 임고면 운주로 777  ,SK가스
1367,경북,씨앤에스에너지(주)영천(대구방향)충전소,경상북도 영천시 임고면 운주로 791 영천(대구방향)주유소,SK가스
1368,경북,행복충전소,경북 경주시 태종로 315 (충효동)  ,SK가스
1369,경북,고령LPG충전소,경상북도 고령군 대가야읍 일량로 73 ,GS칼텍스
1370,경북,대경LPG가스충전소,경북 경산시 와촌면 팔공로 304  ,GS칼텍스
1371,경북,서울LPG충전소,경북 문경시 문경읍 문경대로 2108  ,S-OiL
1372,경북,금호LPG충전소,"경상북도 경산시 와촌면 대경로 958, 금호LPG충전소 금호LPG충전소",SK가스
1373,경북,영천고속LPG충전소,경북 영천시 영천I.C로 79  ,S-OiL
1374,경북,청도충전소(부산방향),경북 청도군 청도읍 하지길 59-49  ,SK
1375,경북,청도충전소(대구방향),경북 청도군 청도읍 하지길 59-50  ,SK
1376,경북,칠곡(상)고속도로충전소,경북 칠곡군 왜관읍 아곡5길 188-51  ,E1
1377,경북,한승에너지,경북 포항시 북구 흥해읍 동해대로 1916  한승에너지,S-OiL
1378,경북,북상주IC주유소,경북 상주시 공검면 경상대로 4155  ,S-OiL
1379,경북,포항유업㈜,경북 포항시 북구 소티재로 70 (우현동)  ,S-OiL
1380,경북,(주)삼일경주충전소,경북 경주시 원화로 170 (인왕동)  ,S-OiL
